origin_path,origin_sha256,origin_dir,origin_experiment,legacy_test_fingerprint,v1_5_evidence_unit_id,v1_5_legacy_alias,dataset,task,fold_fingerprint,model,window_length,condition,reservoir_size,normalization,input_mapping,topology_variant,rewire_seed,unit_identity_collided,records_in_unit,disposition,disposition_reason,kept_config_hash,config_hash,status,timestamp_utc
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n250/d2_beef_uncontrolled/R1/classification_seed00_fold00.json,db2cabed6f83f949949e90f997250fd0de72f91e9929243170f169bd0607e93e,e9_size_d2_n250,e9_size_d2_n250,45c87a4ad9a71818,bef31a2980460cdd,45c87a4ad9a71818,d2_beef_uncontrolled,classification,20a70c561f8e,R1,16,full,250,n1_pre_l1,dense_random_all_nodes,R1_weight_shuffled,0,True,2,duplicate_test_touch,"second scored evaluation of the same evidence unit (N=250, same split, same model, same condition) under config e2dbcef1dad6; the kept touch is 2b681f4040fc at 2026-09-22T06:05:57.396858+00:00. kept = the record with the earliest timestamp_utc; ties broken by the lexicographically smaller config_hash. Chosen without reference to any metric: selecting the better-scoring touch would be choosing the design after knowing which way the result leans.",2b681f4040fc,e2dbcef1dad6,ok,2026-09-22T06:50:47.486955+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n500/d2_beef_uncontrolled/R1/classification_seed00_fold00.json,35822b2902366201531dca79181c1a2c580776d02f7ea1dc213d4f220af75032,e9_size_d2_n500,e9_size_d2_n500,45c87a4ad9a71818,0c19ed743b7d7b24,45c87a4ad9a71818,d2_beef_uncontrolled,classification,20a70c561f8e,R1,16,full,500,n1_pre_l1,dense_random_all_nodes,R1_weight_shuffled,0,True,1,adopted,sole scored evaluation of this evidence unit,5ef9f26a4c53,5ef9f26a4c53,ok,2026-09-22T06:50:49.927448+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n1000/d2_beef_uncontrolled/R1/classification_seed00_fold00.json,c26171386ceaa6acef4c466ce91bf84f6a8d678d5f9b415b189d1d1b152deba0,e9_size_d2_n1000,e9_size_d2_n1000,45c87a4ad9a71818,a0e3d8c2102b90ab,45c87a4ad9a71818,d2_beef_uncontrolled,classification,20a70c561f8e,R1,16,full,1000,n1_pre_l1,dense_random_all_nodes,R1_weight_shuffled,0,True,1,adopted,sole scored evaluation of this evidence unit,aeaa183639c5,aeaa183639c5,ok,2026-09-22T06:50:54.405225+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n2000/d2_beef_uncontrolled/R1/classification_seed00_fold00.json,efc39a034b58ec3a2fb85d051245243ff3f053fb3cf9f77a10fdbec797ea92aa,e9_size_d2_n2000,e9_size_d2_n2000,45c87a4ad9a71818,a8b0b0e633e17727,45c87a4ad9a71818,d2_beef_uncontrolled,classification,20a70c561f8e,R1,16,full,2000,n1_pre_l1,dense_random_all_nodes,R1_weight_shuffled,0,True,1,adopted,sole scored evaluation of this evidence unit,45dea923f5eb,45dea923f5eb,ok,2026-09-22T06:51:09.434055+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n4000/d2_beef_uncontrolled/R1/classification_seed00_fold00.json,5f00cac4d26483ae4315e1698dfa6240dfb82476bea679f1c2796eef2bb07b68,e9_size_d2_n4000,e9_size_d2_n4000,45c87a4ad9a71818,30305162ae504aa1,45c87a4ad9a71818,d2_beef_uncontrolled,classification,20a70c561f8e,R1,16,full,4000,n1_pre_l1,dense_random_all_nodes,R1_weight_shuffled,0,True,1,adopted,sole scored evaluation of this evidence unit,e2526bc8a3c8,e2526bc8a3c8,ok,2026-09-22T06:52:03.943371+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2/d2_beef_uncontrolled/R6/classification_seed00_fold02.json,a911c80bb683696a377ea2aaf65c8101c5e46dd05e5622d121a354b04a483ef9,e9_size_d2,e9_size_d2,4ab8b44746c45615,abfb9a338aa1df64,4ab8b44746c45615,d2_beef_uncontrolled,classification,8f5d6031eff3,R6,16,full,250,n1_pre_l1,dense_random_all_nodes,R6_dense_random,0,True,2,adopted,kept touch of a duplicated unit (2 records); kept = the record with the earliest timestamp_utc; ties broken by the lexicographically smaller config_hash. Chosen without reference to any metric: selecting the better-scoring touch would be choosing the design after knowing which way the result leans.,2b681f4040fc,2b681f4040fc,ok,2026-09-22T06:07:51.611783+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n250/d2_beef_uncontrolled/R6/classification_seed00_fold02.json,5c0c1cfcfed7a0e852e6eda03d9e5d33974e4879957c03fd3bec0e19ca74781b,e9_size_d2_n250,e9_size_d2_n250,4ab8b44746c45615,abfb9a338aa1df64,4ab8b44746c45615,d2_beef_uncontrolled,classification,8f5d6031eff3,R6,16,full,250,n1_pre_l1,dense_random_all_nodes,R6_dense_random,0,True,2,duplicate_test_touch,"second scored evaluation of the same evidence unit (N=250, same split, same model, same condition) under config e2dbcef1dad6; the kept touch is 2b681f4040fc at 2026-09-22T06:07:51.611783+00:00. kept = the record with the earliest timestamp_utc; ties broken by the lexicographically smaller config_hash. Chosen without reference to any metric: selecting the better-scoring touch would be choosing the design after knowing which way the result leans.",2b681f4040fc,e2dbcef1dad6,ok,2026-09-22T06:53:00.591784+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n500/d2_beef_uncontrolled/R6/classification_seed00_fold02.json,2cd9bd396752dfa1ba0394521e9dc9aaad9e60322ae3fbd14a98ff89cd85d44d,e9_size_d2_n500,e9_size_d2_n500,4ab8b44746c45615,b1d851c073754ee9,4ab8b44746c45615,d2_beef_uncontrolled,classification,8f5d6031eff3,R6,16,full,500,n1_pre_l1,dense_random_all_nodes,R6_dense_random,0,True,1,adopted,sole scored evaluation of this evidence unit,5ef9f26a4c53,5ef9f26a4c53,ok,2026-09-22T06:55:30.224522+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n1000/d2_beef_uncontrolled/R6/classification_seed00_fold02.json,a83e81127ed498b240b91c97aa05b220ce2ca37b398281da506501ab9137c8fc,e9_size_d2_n1000,e9_size_d2_n1000,4ab8b44746c45615,2c6dbaf19c788280,4ab8b44746c45615,d2_beef_uncontrolled,classification,8f5d6031eff3,R6,16,full,1000,n1_pre_l1,dense_random_all_nodes,R6_dense_random,0,True,1,adopted,sole scored evaluation of this evidence unit,aeaa183639c5,aeaa183639c5,ok,2026-09-22T07:06:00.212263+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n2000/d2_beef_uncontrolled/R6/classification_seed00_fold02.json,4f50226acc504946f0f3cc85d9535585ffe009f2b0cc27c4927d4a8f9b16efc6,e9_size_d2_n2000,e9_size_d2_n2000,4ab8b44746c45615,18ed7354a7a67afe,4ab8b44746c45615,d2_beef_uncontrolled,classification,8f5d6031eff3,R6,16,full,2000,n1_pre_l1,dense_random_all_nodes,R6_dense_random,0,True,1,adopted,sole scored evaluation of this evidence unit,45dea923f5eb,45dea923f5eb,ok,2026-09-22T07:39:37.553974+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n4000/d2_beef_uncontrolled/R6/classification_seed00_fold02.json,5cba50795055ac6ffa51e2a88b55e5f0e5fd990f3735901548c3ef93f38f1c12,e9_size_d2_n4000,e9_size_d2_n4000,4ab8b44746c45615,37f99dda2cc598bb,4ab8b44746c45615,d2_beef_uncontrolled,classification,8f5d6031eff3,R6,16,full,4000,n1_pre_l1,dense_random_all_nodes,R6_dense_random,0,True,1,adopted,sole scored evaluation of this evidence unit,e2526bc8a3c8,e2526bc8a3c8,ok,2026-09-22T09:48:54.249508+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2/d2_beef_uncontrolled/R0/classification_seed00_fold02.json,209da7aed1b38aae3c6bb42cfd910d30c58c36360415eb6e439b9d9ec29a0074,e9_size_d2,e9_size_d2,4c425fc094f772a0,d1b04db0af71474a,4c425fc094f772a0,d2_beef_uncontrolled,classification,8f5d6031eff3,R0,16,full,250,n1_pre_l1,dense_random_all_nodes,R0_real_fly,0,True,2,adopted,kept touch of a duplicated unit (2 records); kept = the record with the earliest timestamp_utc; ties broken by the lexicographically smaller config_hash. Chosen without reference to any metric: selecting the better-scoring touch would be choosing the design after knowing which way the result leans.,2b681f4040fc,2b681f4040fc,ok,2026-09-22T06:07:29.365344+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n250/d2_beef_uncontrolled/R0/classification_seed00_fold02.json,72e25a1bdbad0a7dc5cb8c27237c42e7c7591ced03fb802e1090334e9eae3cb0,e9_size_d2_n250,e9_size_d2_n250,4c425fc094f772a0,d1b04db0af71474a,4c425fc094f772a0,d2_beef_uncontrolled,classification,8f5d6031eff3,R0,16,full,250,n1_pre_l1,dense_random_all_nodes,R0_real_fly,0,True,2,duplicate_test_touch,"second scored evaluation of the same evidence unit (N=250, same split, same model, same condition) under config e2dbcef1dad6; the kept touch is 2b681f4040fc at 2026-09-22T06:07:29.365344+00:00. kept = the record with the earliest timestamp_utc; ties broken by the lexicographically smaller config_hash. Chosen without reference to any metric: selecting the better-scoring touch would be choosing the design after knowing which way the result leans.",2b681f4040fc,e2dbcef1dad6,ok,2026-09-22T06:52:32.871002+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n500/d2_beef_uncontrolled/R0/classification_seed00_fold02.json,ebed22caef79e0c04db251986b69c1e74b9243059fddcd12bb2b6a90afe448da,e9_size_d2_n500,e9_size_d2_n500,4c425fc094f772a0,de5da58cabec65bf,4c425fc094f772a0,d2_beef_uncontrolled,classification,8f5d6031eff3,R0,16,full,500,n1_pre_l1,dense_random_all_nodes,R0_real_fly,0,True,1,adopted,sole scored evaluation of this evidence unit,5ef9f26a4c53,5ef9f26a4c53,ok,2026-09-22T06:54:33.104306+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n1000/d2_beef_uncontrolled/R0/classification_seed00_fold02.json,930d7d83f8173f2bd955b9c6cf5403a90f990687be187d1b01cf9f92088a74f2,e9_size_d2_n1000,e9_size_d2_n1000,4c425fc094f772a0,4d0503fbafae71cc,4c425fc094f772a0,d2_beef_uncontrolled,classification,8f5d6031eff3,R0,16,full,1000,n1_pre_l1,dense_random_all_nodes,R0_real_fly,0,True,1,adopted,sole scored evaluation of this evidence unit,aeaa183639c5,aeaa183639c5,ok,2026-09-22T07:03:14.838532+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n2000/d2_beef_uncontrolled/R0/classification_seed00_fold02.json,f1db04c9b99dffecda41edb28f6061c6cb1db3730abbf385722029e6296a7793,e9_size_d2_n2000,e9_size_d2_n2000,4c425fc094f772a0,3d6f7a74dc38dfd9,4c425fc094f772a0,d2_beef_uncontrolled,classification,8f5d6031eff3,R0,16,full,2000,n1_pre_l1,dense_random_all_nodes,R0_real_fly,0,True,1,adopted,sole scored evaluation of this evidence unit,45dea923f5eb,45dea923f5eb,ok,2026-09-22T07:30:04.265195+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n4000/d2_beef_uncontrolled/R0/classification_seed00_fold02.json,94eef80f72cef6721b595bdd37f113d1ae6379a5be88e1d5ac6284b076735bcc,e9_size_d2_n4000,e9_size_d2_n4000,4c425fc094f772a0,d07e11ab25d14967,4c425fc094f772a0,d2_beef_uncontrolled,classification,8f5d6031eff3,R0,16,full,4000,n1_pre_l1,dense_random_all_nodes,R0_real_fly,0,True,1,adopted,sole scored evaluation of this evidence unit,e2526bc8a3c8,e2526bc8a3c8,ok,2026-09-22T09:11:41.447375+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2/d2_beef_uncontrolled/R0/regression_seed00_fold00.json,d23d114d5a59c2ff055c9e22f8bba8cc0d94aac582d9cbc8eae8606a5393d908,e9_size_d2,e9_size_d2,54c73a04dd5a590f,669856ce661073e1,54c73a04dd5a590f,d2_beef_uncontrolled,regression,20a70c561f8e,R0,16,full,250,n1_pre_l1,dense_random_all_nodes,R0_real_fly,0,True,2,adopted,kept touch of a duplicated unit (2 records); kept = the record with the earliest timestamp_utc; ties broken by the lexicographically smaller config_hash. Chosen without reference to any metric: selecting the better-scoring touch would be choosing the design after knowing which way the result leans.,2b681f4040fc,2b681f4040fc,ok,2026-09-22T06:06:21.573543+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n250/d2_beef_uncontrolled/R0/regression_seed00_fold00.json,d740278b6d768f75aac1438d27e07385d09aafda25ba8c00b707512a60bc31f3,e9_size_d2_n250,e9_size_d2_n250,54c73a04dd5a590f,669856ce661073e1,54c73a04dd5a590f,d2_beef_uncontrolled,regression,20a70c561f8e,R0,16,full,250,n1_pre_l1,dense_random_all_nodes,R0_real_fly,0,True,2,duplicate_test_touch,"second scored evaluation of the same evidence unit (N=250, same split, same model, same condition) under config e2dbcef1dad6; the kept touch is 2b681f4040fc at 2026-09-22T06:06:21.573543+00:00. kept = the record with the earliest timestamp_utc; ties broken by the lexicographically smaller config_hash. Chosen without reference to any metric: selecting the better-scoring touch would be choosing the design after knowing which way the result leans.",2b681f4040fc,e2dbcef1dad6,ok,2026-09-22T06:51:11.959420+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n500/d2_beef_uncontrolled/R0/regression_seed00_fold00.json,ae56f5be9a50f83e969c498a5cfb179570d1d7b583f8691bc918da4fb048e237,e9_size_d2_n500,e9_size_d2_n500,54c73a04dd5a590f,66daf02ab85f2f81,54c73a04dd5a590f,d2_beef_uncontrolled,regression,20a70c561f8e,R0,16,full,500,n1_pre_l1,dense_random_all_nodes,R0_real_fly,0,True,1,adopted,sole scored evaluation of this evidence unit,5ef9f26a4c53,5ef9f26a4c53,ok,2026-09-22T06:51:49.280819+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n1000/d2_beef_uncontrolled/R0/regression_seed00_fold00.json,c3f1e577d50876e464b7371a12e8e4a4251f72221f23d7309f3e74e7b260a623,e9_size_d2_n1000,e9_size_d2_n1000,54c73a04dd5a590f,9db68148ac026712,54c73a04dd5a590f,d2_beef_uncontrolled,regression,20a70c561f8e,R0,16,full,1000,n1_pre_l1,dense_random_all_nodes,R0_real_fly,0,True,1,adopted,sole scored evaluation of this evidence unit,aeaa183639c5,aeaa183639c5,ok,2026-09-22T06:54:00.596224+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n2000/d2_beef_uncontrolled/R0/regression_seed00_fold00.json,82b8864910f34ee8d43f75e879eeb2b4473db978cecc621b1a72b41f312b7cb6,e9_size_d2_n2000,e9_size_d2_n2000,54c73a04dd5a590f,846c73e576155cba,54c73a04dd5a590f,d2_beef_uncontrolled,regression,20a70c561f8e,R0,16,full,2000,n1_pre_l1,dense_random_all_nodes,R0_real_fly,0,True,1,adopted,sole scored evaluation of this evidence unit,45dea923f5eb,45dea923f5eb,ok,2026-09-22T07:02:55.288101+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n4000/d2_beef_uncontrolled/R0/regression_seed00_fold00.json,4d0440207f32d1c887dc6cd97dcb8d0ae61d69c0646f69331e5f958cdfd9971a,e9_size_d2_n4000,e9_size_d2_n4000,54c73a04dd5a590f,4f8cd07fcf4ccf78,54c73a04dd5a590f,d2_beef_uncontrolled,regression,20a70c561f8e,R0,16,full,4000,n1_pre_l1,dense_random_all_nodes,R0_real_fly,0,True,1,adopted,sole scored evaluation of this evidence unit,e2526bc8a3c8,e2526bc8a3c8,ok,2026-09-22T07:31:33.806726+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2/d2_beef_uncontrolled/R4/regression_seed00_fold01.json,0ee2a2d12a9016ed7a5f8f3f83eb0f12beddb471befd923320bae9b5d52e5947,e9_size_d2,e9_size_d2,5761d003c47321d8,b361bb5b258999c7,5761d003c47321d8,d2_beef_uncontrolled,regression,6c9ef01abdf9,R4,16,full,250,n1_pre_l1,dense_random_all_nodes,R4_er_esn,0,True,2,adopted,kept touch of a duplicated unit (2 records); kept = the record with the earliest timestamp_utc; ties broken by the lexicographically smaller config_hash. Chosen without reference to any metric: selecting the better-scoring touch would be choosing the design after knowing which way the result leans.,2b681f4040fc,2b681f4040fc,ok,2026-09-22T06:07:16.644658+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n250/d2_beef_uncontrolled/R4/regression_seed00_fold01.json,f728535f7ce4da7617ea09dc95957049ca543805f93bb80a821d8c98e3886668,e9_size_d2_n250,e9_size_d2_n250,5761d003c47321d8,b361bb5b258999c7,5761d003c47321d8,d2_beef_uncontrolled,regression,6c9ef01abdf9,R4,16,full,250,n1_pre_l1,dense_random_all_nodes,R4_er_esn,0,True,2,duplicate_test_touch,"second scored evaluation of the same evidence unit (N=250, same split, same model, same condition) under config e2dbcef1dad6; the kept touch is 2b681f4040fc at 2026-09-22T06:07:16.644658+00:00. kept = the record with the earliest timestamp_utc; ties broken by the lexicographically smaller config_hash. Chosen without reference to any metric: selecting the better-scoring touch would be choosing the design after knowing which way the result leans.",2b681f4040fc,e2dbcef1dad6,ok,2026-09-22T06:52:19.115685+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n500/d2_beef_uncontrolled/R4/regression_seed00_fold01.json,29ff4370b0c18ceeb490c423d37ae51449a70f7fafcf3e428c515c91dddf8330,e9_size_d2_n500,e9_size_d2_n500,5761d003c47321d8,ca321177e33e2fb4,5761d003c47321d8,d2_beef_uncontrolled,regression,6c9ef01abdf9,R4,16,full,500,n1_pre_l1,dense_random_all_nodes,R4_er_esn,0,True,1,adopted,sole scored evaluation of this evidence unit,5ef9f26a4c53,5ef9f26a4c53,ok,2026-09-22T06:53:57.199129+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n1000/d2_beef_uncontrolled/R4/regression_seed00_fold01.json,9e92bd92bef10f378a5ce43103595d753a5a358fe3775fd54d5e72f403010fe6,e9_size_d2_n1000,e9_size_d2_n1000,5761d003c47321d8,63db2e7cb34eb0c3,5761d003c47321d8,d2_beef_uncontrolled,regression,6c9ef01abdf9,R4,16,full,1000,n1_pre_l1,dense_random_all_nodes,R4_er_esn,0,True,1,adopted,sole scored evaluation of this evidence unit,aeaa183639c5,aeaa183639c5,ok,2026-09-22T07:00:40.260953+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n2000/d2_beef_uncontrolled/R4/regression_seed00_fold01.json,0361fdb700c6df9eca9d903fe8881c2b2fc6f443bbff303f3651e53313bdc443,e9_size_d2_n2000,e9_size_d2_n2000,5761d003c47321d8,ccbc13030bf38922,5761d003c47321d8,d2_beef_uncontrolled,regression,6c9ef01abdf9,R4,16,full,2000,n1_pre_l1,dense_random_all_nodes,R4_er_esn,0,True,1,adopted,sole scored evaluation of this evidence unit,45dea923f5eb,45dea923f5eb,ok,2026-09-22T07:23:23.302935+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n4000/d2_beef_uncontrolled/R4/regression_seed00_fold01.json,91ee7965f7e0058804baa476ecf2bd31e111e2ed2ff650378ad6759fb7047e0f,e9_size_d2_n4000,e9_size_d2_n4000,5761d003c47321d8,22f6438a405061f1,5761d003c47321d8,d2_beef_uncontrolled,regression,6c9ef01abdf9,R4,16,full,4000,n1_pre_l1,dense_random_all_nodes,R4_er_esn,0,True,1,adopted,sole scored evaluation of this evidence unit,e2526bc8a3c8,e2526bc8a3c8,ok,2026-09-22T08:45:04.089332+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2/d2_beef_uncontrolled/R5/regression_seed00_fold03.json,91ff9178230de8d753c8ae5842cdd5160a224d576df55cf0003e06499c514543,e9_size_d2,e9_size_d2,5ba0d94a9b099471,543a44008286e66f,5ba0d94a9b099471,d2_beef_uncontrolled,regression,940f76d29b89,R5,16,full,250,n1_pre_l1,dense_random_all_nodes,R5_small_world,0,True,2,adopted,kept touch of a duplicated unit (2 records); kept = the record with the earliest timestamp_utc; ties broken by the lexicographically smaller config_hash. Chosen without reference to any metric: selecting the better-scoring touch would be choosing the design after knowing which way the result leans.,2b681f4040fc,2b681f4040fc,ok,2026-09-22T06:08:51.033689+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n250/d2_beef_uncontrolled/R5/regression_seed00_fold03.json,27f8c2f6dbb05ca9871672a56d5b6742b924fcec727f758fd3f794bfe5b55c4f,e9_size_d2_n250,e9_size_d2_n250,5ba0d94a9b099471,543a44008286e66f,5ba0d94a9b099471,d2_beef_uncontrolled,regression,940f76d29b89,R5,16,full,250,n1_pre_l1,dense_random_all_nodes,R5_small_world,0,True,2,duplicate_test_touch,"second scored evaluation of the same evidence unit (N=250, same split, same model, same condition) under config e2dbcef1dad6; the kept touch is 2b681f4040fc at 2026-09-22T06:08:51.033689+00:00. kept = the record with the earliest timestamp_utc; ties broken by the lexicographically smaller config_hash. Chosen without reference to any metric: selecting the better-scoring touch would be choosing the design after knowing which way the result leans.",2b681f4040fc,e2dbcef1dad6,ok,2026-09-22T06:54:05.060000+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n500/d2_beef_uncontrolled/R5/regression_seed00_fold03.json,326564852b286af68e1cfac6cae58e0d7cd581ee6c97bbaedf99617ba13266fb,e9_size_d2_n500,e9_size_d2_n500,5ba0d94a9b099471,c9e4034545d17f82,5ba0d94a9b099471,d2_beef_uncontrolled,regression,940f76d29b89,R5,16,full,500,n1_pre_l1,dense_random_all_nodes,R5_small_world,0,True,1,adopted,sole scored evaluation of this evidence unit,5ef9f26a4c53,5ef9f26a4c53,ok,2026-09-22T06:57:33.519474+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n1000/d2_beef_uncontrolled/R5/regression_seed00_fold03.json,18cb256199f8f85eae35d7e16235ab797eafe7530f8f72e13b70939515b4630c,e9_size_d2_n1000,e9_size_d2_n1000,5ba0d94a9b099471,e4f68825930a250f,5ba0d94a9b099471,d2_beef_uncontrolled,regression,940f76d29b89,R5,16,full,1000,n1_pre_l1,dense_random_all_nodes,R5_small_world,0,True,1,adopted,sole scored evaluation of this evidence unit,aeaa183639c5,aeaa183639c5,ok,2026-09-22T07:11:42.131704+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n2000/d2_beef_uncontrolled/R5/regression_seed00_fold03.json,f6c0757140a78fe59d021da9b4296ff9a38acbb5c6ab6ea23f7c30e602349a55,e9_size_d2_n2000,e9_size_d2_n2000,5ba0d94a9b099471,45d718da85713bd6,5ba0d94a9b099471,d2_beef_uncontrolled,regression,940f76d29b89,R5,16,full,2000,n1_pre_l1,dense_random_all_nodes,R5_small_world,0,True,1,adopted,sole scored evaluation of this evidence unit,45dea923f5eb,45dea923f5eb,ok,2026-09-22T08:00:36.149044+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n4000/d2_beef_uncontrolled/R5/regression_seed00_fold03.json,9e1e0a0326ae193135ddaec7c26e096b62a23c0d8a76a4b1d5b069109c7828ab,e9_size_d2_n4000,e9_size_d2_n4000,5ba0d94a9b099471,c2a25a0b88cb901d,5ba0d94a9b099471,d2_beef_uncontrolled,regression,940f76d29b89,R5,16,full,4000,n1_pre_l1,dense_random_all_nodes,R5_small_world,0,True,1,adopted,sole scored evaluation of this evidence unit,e2526bc8a3c8,e2526bc8a3c8,ok,2026-09-22T11:01:08.950571+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2/d2_beef_uncontrolled/R6/regression_seed00_fold00.json,744410b06c05df395bbedce38a76e4e97639d9b384ff2605faab6243c0686943,e9_size_d2,e9_size_d2,5c46e09b207c8bb6,b580a57ba4828df2,5c46e09b207c8bb6,d2_beef_uncontrolled,regression,20a70c561f8e,R6,16,full,250,n1_pre_l1,dense_random_all_nodes,R6_dense_random,0,True,2,adopted,kept touch of a duplicated unit (2 records); kept = the record with the earliest timestamp_utc; ties broken by the lexicographically smaller config_hash. Chosen without reference to any metric: selecting the better-scoring touch would be choosing the design after knowing which way the result leans.,2b681f4040fc,2b681f4040fc,ok,2026-09-22T06:06:40.358739+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n250/d2_beef_uncontrolled/R6/regression_seed00_fold00.json,ff0248e626279188d283a4301a092d1ea36b8161386399ef59315ddb49b39033,e9_size_d2_n250,e9_size_d2_n250,5c46e09b207c8bb6,b580a57ba4828df2,5c46e09b207c8bb6,d2_beef_uncontrolled,regression,20a70c561f8e,R6,16,full,250,n1_pre_l1,dense_random_all_nodes,R6_dense_random,0,True,2,duplicate_test_touch,"second scored evaluation of the same evidence unit (N=250, same split, same model, same condition) under config e2dbcef1dad6; the kept touch is 2b681f4040fc at 2026-09-22T06:06:40.358739+00:00. kept = the record with the earliest timestamp_utc; ties broken by the lexicographically smaller config_hash. Chosen without reference to any metric: selecting the better-scoring touch would be choosing the design after knowing which way the result leans.",2b681f4040fc,e2dbcef1dad6,ok,2026-09-22T06:51:35.423586+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n500/d2_beef_uncontrolled/R6/regression_seed00_fold00.json,9148047b0ff2877b02ab87b2fcadccac76653bc2f3115c28795bbd73395498bd,e9_size_d2_n500,e9_size_d2_n500,5c46e09b207c8bb6,38337b834f12b2cc,5c46e09b207c8bb6,d2_beef_uncontrolled,regression,20a70c561f8e,R6,16,full,500,n1_pre_l1,dense_random_all_nodes,R6_dense_random,0,True,1,adopted,sole scored evaluation of this evidence unit,5ef9f26a4c53,5ef9f26a4c53,ok,2026-09-22T06:52:39.724576+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n1000/d2_beef_uncontrolled/R6/regression_seed00_fold00.json,b625e22f691ddd0f784a3661733ec58504fa2cc5588df34ff3434811b6b40e57,e9_size_d2_n1000,e9_size_d2_n1000,5c46e09b207c8bb6,7c30d4a9bca97c16,5c46e09b207c8bb6,d2_beef_uncontrolled,regression,20a70c561f8e,R6,16,full,1000,n1_pre_l1,dense_random_all_nodes,R6_dense_random,0,True,1,adopted,sole scored evaluation of this evidence unit,aeaa183639c5,aeaa183639c5,ok,2026-09-22T06:56:19.763256+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n2000/d2_beef_uncontrolled/R6/regression_seed00_fold00.json,702113f1beaa495b8ccd00260479873e939d54512648f958ebf82229ef85214c,e9_size_d2_n2000,e9_size_d2_n2000,5c46e09b207c8bb6,8b4e40c8b2e5137a,5c46e09b207c8bb6,d2_beef_uncontrolled,regression,20a70c561f8e,R6,16,full,2000,n1_pre_l1,dense_random_all_nodes,R6_dense_random,0,True,1,adopted,sole scored evaluation of this evidence unit,45dea923f5eb,45dea923f5eb,ok,2026-09-22T07:11:00.493572+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2_n4000/d2_beef_uncontrolled/R6/regression_seed00_fold00.json,96f0e90da29aa9ed0d17fbef7e88710cf29d376d55234ec2d0ad38bc69c55b14,e9_size_d2_n4000,e9_size_d2_n4000,5c46e09b207c8bb6,16349d837b60ece6,5c46e09b207c8bb6,d2_beef_uncontrolled,regression,20a70c561f8e,R6,16,full,4000,n1_pre_l1,dense_random_all_nodes,R6_dense_random,0,True,1,adopted,sole scored evaluation of this evidence unit,e2526bc8a3c8,e2526bc8a3c8,ok,2026-09-22T08:02:51.006146+00:00
results/audit/m4_audit/server_evidence/ev/e9_size_d2/d2_beef_uncontrolled/R5/regression_seed00_fold00.json,99d816997abdc8a305a969c02ad22c51f05b8740f2b0d7319055f2c5267127b9,e9_size_d2,e9_size_d2,5c4bfe30d0640e38,5190124689eb58e2,5c4bfe30d0640e38,d2_beef_uncontrolled,regression,20a70c561f8e,R5,16,full,250,n1_pre_l1,dense_random_all_nodes,R5_small_world,0,True,2,adopted,kept touch of a duplicated unit (2 records); kept = the record with the earliest timestamp_utc; ties broken by the lexicographically smaller config_hash. Chosen without reference to any metric: selecting the better-scoring touch would be choosing the design after knowing which way the result leans.,2b681f4040fc,2b681f4040fc,ok,2026-09-22T06:06:32.565006+00:00
